ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2,
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3,
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4,"51,10,1.586 53,1,2.708 55,1,3.969"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5,"51,171,1.226 53,81,1.977 55,43,2.203 57,32,2.414 59,10,2.483 61,11,3.011 63,7,3.975"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6,"51,134,0.256 53,82,0.541 55,123,0.594 57,96,1.022 59,42,1.254 61,57,1.754 63,41,2.088 65,33,2.233 67,21,2.241 69,27,2.716 71,7,2.908 73,3,3.244 75,2,1.909"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7,"51,61,0.150 53,78,0.186 55,113,0.210 57,130,0.595 59,57,0.699 61,92,1.137 63,77,1.754 65,53,2.336 67,44,2.702 69,29,2.790 71,2,3.048 73,2,3.553 75,1,2.707"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8,"51,87,0.155 53,97,0.421 55,118,0.443 57,111,0.612 59,90,1.368 61,74,1.857 63,54,2.242 65,29,2.398 67,28,3.222 69,6,3.398 71,1,0.692"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9,"51,131,0.504 53,98,0.866 55,99,1.194 57,68,1.332 59,21,1.185 61,34,3.490 63,13,5.741 65,7,4.264 67,3,3.789"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10,"51,3,6.688"
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11,
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12,
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1,
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2,"51,14,0.778"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3,"51,4,5.171"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4,"51,59,1.960 53,26,2.614 55,11,3.659 57,10,4.132 59,4,3.515 61,4,4.660"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5,"51,163,1.454 53,51,1.818 55,22,1.773 57,37,1.930 59,16,2.733 61,14,2.413 63,15,2.641 65,8,2.350 67,1,5.476 69,2,5.021"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6,"51,207,0.554 53,139,0.980 55,92,1.760 57,37,2.162 59,20,2.256 61,13,3.115 63,12,3.693 65,11,4.088 67,1,4.060"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7,"51,49,0.283 53,122,0.213 55,162,0.564 57,162,0.820 59,44,0.906 61,60,1.641 63,46,1.695 65,26,2.648 67,25,2.778 69,23,3.030 71,8,3.115 73,8,3.692"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8,"51,106,0.253 53,176,0.221 55,135,0.439 57,60,0.880 59,47,1.142 61,63,1.602 63,48,2.505 65,31,2.072 67,16,1.992 69,20,2.732 71,17,3.089 73,9,3.188 75,7,3.920 77,2,2.975 81,2,4.549 83,4,3.213 85,1,4.023"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9,"51,136,0.432 53,137,0.686 55,168,1.218 57,108,1.342 59,45,2.171 61,19,2.746 63,7,4.551 65,2,3.928"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10,"51,125,1.877 53,91,1.161 55,11,3.675"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11,"51,35,1.907"
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12,
BARROW W POST W ROGERS AIRPORT AK US,1,
BARROW W POST W ROGERS AIRPORT AK US,2,
BARROW W POST W ROGERS AIRPORT AK US,3,
BARROW W POST W ROGERS AIRPORT AK US,4,
BARROW W POST W ROGERS AIRPORT AK US,5,
BARROW W POST W ROGERS AIRPORT AK US,6,"51,5,1.286 53,1,0.881"
BARROW W POST W ROGERS AIRPORT AK US,7,"51,25,1.112 53,7,1.707 55,9,1.929 57,2,2.534"
BARROW W POST W ROGERS AIRPORT AK US,8,"51,33,2.497 53,29,2.862 55,29,3.699 57,13,3.343 59,4,4.552 61,3,3.065"
BARROW W POST W ROGERS AIRPORT AK US,9,
BARROW W POST W ROGERS AIRPORT AK US,10,
BARROW W POST W ROGERS AIRPORT AK US,11,
BARROW W POST W ROGERS AIRPORT AK US,12,
BETHEL AIRPORT AK US,1,
BETHEL AIRPORT AK US,2,
BETHEL AIRPORT AK US,3,
BETHEL AIRPORT AK US,4,"51,3,2.863 53,2,3.076"
BETHEL AIRPORT AK US,5,"51,57,2.027 53,31,2.105 55,23,2.555 57,12,3.355 59,4,4.643 61,3,3.739 63,3,3.513 65,2,4.010"
BETHEL AIRPORT AK US,6,"51,128,0.637 53,52,1.154 55,38,1.491 57,45,1.722 59,26,1.937 61,32,2.056 63,34,2.309 65,21,2.611 67,19,2.151 69,10,2.292 71,2,4.893 73,2,3.031 75,3,3.152 77,2,3.145"
BETHEL AIRPORT AK US,7,"51,97,0.374 53,112,0.573 55,112,0.741 57,74,1.018 59,61,1.371 61,51,1.388 63,48,1.873 65,22,2.190 67,17,3.058 69,24,2.762 71,12,3.414 73,4,3.771"
BETHEL AIRPORT AK US,8,"51,133,0.679 53,118,0.865 55,83,1.354 57,59,1.406 59,52,1.435 61,24,2.425 63,13,2.262 65,11,1.794 67,9,3.273 69,8,3.835 71,2,4.342 73,2,5.355 75,2,3.963"
BETHEL AIRPORT AK US,9,"51,111,1.206 53,44,2.666 55,18,3.042 57,10,2.426 59,3,2.821"
BETHEL AIRPORT AK US,10,"51,4,4.833"
BETHEL AIRPORT AK US,11,
BETHEL AIRPORT AK US,12,
BETTLES AIRPORT AK US,1,
BETTLES AIRPORT AK US,2,
BETTLES AIRPORT AK US,3,
BETTLES AIRPORT AK US,4,"51,37,1.660 53,6,1.802 55,2,3.505 57,3,2.818"
BETTLES AIRPORT AK US,5,"51,94,1.291 53,48,1.352 55,33,1.331 57,31,1.288 59,20,1.300 61,25,1.451 63,14,2.103 65,8,1.965 67,1,2.550 69,5,1.018 71,1,1.699 73,2,1.465 75,2,2.198"
BETTLES AIRPORT AK US,6,"51,83,0.480 53,62,0.457 55,57,0.489 57,58,0.831 59,36,1.025 61,53,1.307 63,36,1.635 65,32,1.629 67,38,1.954 69,30,1.770 71,22,2.157 73,30,2.474 75,13,2.313 77,2,2.550"
BETTLES AIRPORT AK US,7,"51,51,0.287 53,67,0.390 55,64,0.708 57,60,0.535 59,43,0.642 61,63,0.867 63,53,0.981 65,57,1.443 67,39,1.378 69,101,1.577 71,25,1.859 73,28,1.756 75,15,1.845 77,6,2.198 79,8,2.699 81,3,2.305 83,2,3.234 85,3,2.865"
BETTLES AIRPORT AK US,8,"51,101,0.575 53,81,0.813 55,62,0.624 57,69,1.101 59,23,1.282 61,49,1.888 63,41,1.698 65,52,1.780 67,31,2.179 69,12,2.477"
BETTLES AIRPORT AK US,9,"51,36,2.949 53,16,2.974 55,3,3.599"
BETTLES AIRPORT AK US,10,
BETTLES AIRPORT AK US,11,
BETTLES AIRPORT AK US,12,
BIG DELTA AIRPORT AK US,1,
BIG DELTA AIRPORT AK US,2,
BIG DELTA AIRPORT AK US,3,
BIG DELTA AIRPORT AK US,4,"51,23,0.991"
BIG DELTA AIRPORT AK US,5,"51,79,0.705 53,75,1.108 55,63,1.203 57,41,1.314 59,21,1.298 61,40,2.251 63,39,1.894 65,38,1.969 67,12,1.881 69,19,2.525"
BIG DELTA AIRPORT AK US,6,"51,50,0.249 53,37,0.331 55,27,0.601 57,34,0.466 59,18,0.285 61,45,0.810 63,60,0.559 65,59,0.721 67,55,0.971 69,70,0.913 71,44,1.639 73,54,1.504 75,30,1.723 77,15,1.803 79,19,2.034 81,28,2.456 83,9,2.056 85,14,2.723 87,8,2.410"
BIG DELTA AIRPORT AK US,7,"51,81,0.354 53,65,0.374 55,51,0.717 57,55,0.908 59,38,0.861 61,45,0.909 63,39,1.406 65,35,1.594 67,30,1.389 69,55,1.501 71,36,1.382 73,32,1.669 75,25,2.113 77,18,1.993 79,11,2.346 81,10,2.352 83,19,1.051 85,10,1.727 87,4,0.463"
BIG DELTA AIRPORT AK US,8,"51,88,0.767 53,42,0.846 55,45,0.918 57,57,1.098 59,26,0.764 61,82,1.421 63,48,1.556 65,32,1.804 67,18,1.764 69,14,2.913 71,11,3.240 73,3,2.808"
BIG DELTA AIRPORT AK US,9,"51,40,1.431 53,61,0.919 55,33,1.376 57,25,2.026 59,27,2.895 61,12,3.788 63,13,4.547 65,13,4.691 67,2,5.218"
BIG DELTA AIRPORT AK US,10,"51,4,2.656 53,2,6.778"
BIG DELTA AIRPORT AK US,11,
BIG DELTA AIRPORT AK US,12,
BIG RIVER LAKES AK US,1,
BIG RIVER LAKES AK US,2,"51,3,5.699"
BIG RIVER LAKES AK US,3,"51,2,1.929"
BIG RIVER LAKES AK US,4,"51,15,1.420"
BIG RIVER LAKES AK US,5,"51,73,1.393 53,52,1.491 55,44,1.935 57,23,1.873 59,16,2.224 61,15,2.505 63,10,2.140 65,8,2.455 67,4,2.512 69,3,3.883 71,1,3.250"
BIG RIVER LAKES AK US,6,"51,94,0.684 53,77,0.756 55,59,1.016 57,57,0.955 59,46,1.225 61,46,1.322 63,37,1.482 65,31,1.573 67,16,2.217 69,19,2.759 71,11,2.372 73,9,2.486 75,1,3.233 77,2,1.266 79,1,0.137 83,1,0.004 85,1,0.000 87,1,0.000 91,1,0.000 93,1,0.000 97,1,0.004 99,1,0.179"
BIG RIVER LAKES AK US,7,"51,95,0.380 53,105,0.390 55,116,0.720 57,79,1.004 59,67,1.061 61,66,1.294 63,41,1.684 65,41,2.376 67,22,2.262 69,28,2.862 71,5,3.341 73,4,3.415 75,3,3.325"
BIG RIVER LAKES AK US,8,"51,103,0.493 53,63,0.753 55,65,0.683 57,86,1.005 59,65,0.830 61,63,1.138 63,56,1.588 65,43,1.882 67,31,2.283 69,21,2.906 71,11,3.119 73,6,3.365 75,1,3.282"
BIG RIVER LAKES AK US,9,"51,49,0.891 53,27,1.653 55,33,1.430 57,15,1.749 59,15,3.565 61,13,2.435 63,13,4.244 65,6,3.881 67,7,4.499 69,13,4.213 71,5,3.494"
BIG RIVER LAKES AK US,10,"51,14,2.092 53,12,2.561 55,9,1.674 57,5,5.881"
BIG RIVER LAKES AK US,11,"51,13,0.894 53,4,0.000 57,2,0.000 59,1,0.000 61,1,0.000 63,1,0.000 67,1,0.000 69,1,0.016"
BIG RIVER LAKES AK US,12,
COLD BAY AIRPORT AK US,1,
COLD BAY AIRPORT AK US,2,
COLD BAY AIRPORT AK US,3,
COLD BAY AIRPORT AK US,4,
COLD BAY AIRPORT AK US,5,
COLD BAY AIRPORT AK US,6,"51,58,2.295 53,11,3.258 55,3,3.350 57,7,4.826 59,4,6.520 61,1,8.370 63,2,7.789"
COLD BAY AIRPORT AK US,7,"51,181,0.940 53,99,1.665 55,45,2.308 57,28,2.747 59,9,3.791 61,8,2.962 63,5,3.806"
COLD BAY AIRPORT AK US,8,"51,310,0.864 53,111,2.061 55,35,2.233 57,12,2.785 59,2,4.246 61,4,3.606 63,1,3.985"
COLD BAY AIRPORT AK US,9,"51,186,1.097 53,63,1.139 55,18,1.522 57,6,2.087 59,2,0.930 61,3,2.313"
COLD BAY AIRPORT AK US,10,"51,9,2.929"
COLD BAY AIRPORT AK US,11,"51,5,1.926 53,1,0.145 55,2,1.196"
COLD BAY AIRPORT AK US,12,
CORDOVA M K SMITH AIRPORT AK US,1,
CORDOVA M K SMITH AIRPORT AK US,2,
CORDOVA M K SMITH AIRPORT AK US,3,"51,5,1.940 53,2,1.888 55,1,3.732"
CORDOVA M K SMITH AIRPORT AK US,4,"51,35,1.684 53,14,2.266 55,17,3.522 57,18,4.818 59,4,2.693 61,10,4.460 63,10,4.685 65,11,4.212 67,7,5.400 69,1,3.680"
CORDOVA M K SMITH AIRPORT AK US,5,"51,65,1.430 53,29,2.185 55,41,2.918 57,28,2.743 59,13,3.006 61,19,3.847 63,8,4.499 65,3,4.314"
CORDOVA M K SMITH AIRPORT AK US,6,"51,134,0.534 53,76,0.994 55,69,1.113 57,50,1.491 59,33,1.732 61,22,2.203 63,18,2.362 65,23,2.648 67,2,4.259 69,20,3.989 71,10,4.666 73,5,4.469 75,1,3.839"
CORDOVA M K SMITH AIRPORT AK US,7,"51,246,0.618 53,102,1.139 55,76,1.115 57,47,1.335 59,12,2.622 61,27,3.030 63,20,4.707 65,7,5.189 67,2,7.067 69,5,7.804"
CORDOVA M K SMITH AIRPORT AK US,8,"51,122,0.237 53,67,0.612 55,73,0.780 57,67,1.224 59,25,2.100 61,52,1.866 63,25,2.532 65,38,3.567 67,17,3.816 69,17,4.705 71,2,5.624"
CORDOVA M K SMITH AIRPORT AK US,9,"51,102,0.803 53,66,1.739 55,59,1.732 57,63,1.249 59,17,1.363 61,27,3.042 63,23,3.415 65,15,3.554 67,9,1.726 69,4,2.205"
CORDOVA M K SMITH AIRPORT AK US,10,"51,44,2.499 53,1,1.127"
CORDOVA M K SMITH AIRPORT AK US,11,
CORDOVA M K SMITH AIRPORT AK US,12,"53,1,0.000 59,1,0.000"
DUTCH HARBOR AK US,1,
DUTCH HARBOR AK US,2,
DUTCH HARBOR AK US,3,
DUTCH HARBOR AK US,4,
DUTCH HARBOR AK US,5,
DUTCH HARBOR AK US,6,"51,84,1.266 53,25,1.604 55,13,1.200 57,3,4.995 59,4,3.713 61,2,0.682 63,1,0.000"
DUTCH HARBOR AK US,7,"51,199,1.145 53,73,1.837 55,40,3.191 57,23,3.507 59,8,3.418 61,5,2.842 63,2,3.773"
DUTCH HARBOR AK US,8,"51,212,1.384 53,66,1.270 55,67,1.344 57,68,0.746 59,24,1.727 61,17,1.139 63,13,1.645 65,6,4.077 67,1,4.590 69,7,4.035 71,3,4.021"
DUTCH HARBOR AK US,9,"51,120,1.208 53,20,0.933 55,24,1.109 57,40,0.738 59,11,1.762"
DUTCH HARBOR AK US,10,"51,5,2.105"
DUTCH HARBOR AK US,11,"51,1,0.000"
DUTCH HARBOR AK US,12,
FAIRBANKS INTERNATIONAL AIRPORT AK US,1,
FAIRBANKS INTERNATIONAL AIRPORT AK US,2,
FAIRBANKS INTERNATIONAL AIRPORT AK US,3,
FAIRBANKS INTERNATIONAL AIRPORT AK US,4,"51,37,2.196 53,17,2.234 55,15,2.728 57,13,2.744 59,2,3.243 61,1,3.445"
FAIRBANKS INTERNATIONAL AIRPORT AK US,5,"51,66,0.857 53,66,1.171 55,62,1.370 57,52,1.472 59,32,1.582 61,41,1.783 63,38,1.859 65,27,1.850 67,21,1.745 69,12,1.947 71,3,1.674"
FAIRBANKS INTERNATIONAL AIRPORT AK US,6,"51,74,0.429 53,49,0.598 55,63,0.574 57,64,0.694 59,24,0.736 61,67,0.909 63,69,1.093 65,58,1.312 67,65,1.536 69,60,1.417 71,26,1.512 73,21,1.549 75,11,1.769 77,6,1.601 79,12,2.162 81,4,1.734 83,1,2.243"
FAIRBANKS INTERNATIONAL AIRPORT AK US,7,"51,69,0.347 53,42,0.373 55,56,0.381 57,60,0.399 59,41,0.528 61,63,0.626 63,54,0.999 65,60,1.306 67,47,1.311 69,62,1.633 71,40,1.785 73,29,1.880 75,38,2.045 77,12,2.193 79,17,2.180 81,7,1.509 83,3,2.775 85,2,2.203 87,2,2.003"
FAIRBANKS INTERNATIONAL AIRPORT AK US,8,"51,90,0.423 53,65,0.580 55,65,0.675 57,62,0.657 59,32,0.694 61,58,0.884 63,47,1.254 65,54,1.360 67,39,1.580 69,52,1.553 71,23,2.262 73,19,2.277 75,10,2.477 77,4,1.855 79,3,2.494"
FAIRBANKS INTERNATIONAL AIRPORT AK US,9,"51,68,1.238 53,37,1.505 55,29,1.835 57,28,2.618 59,12,1.994 61,23,2.567 63,8,3.191"
FAIRBANKS INTERNATIONAL AIRPORT AK US,10,"51,22,2.083 53,5,4.289 55,3,3.943 57,1,2.534"
FAIRBANKS INTERNATIONAL AIRPORT AK US,11,
FAIRBANKS INTERNATIONAL AIRPORT AK US,12,
EIELSON FIELD AK US,1,
EIELSON FIELD AK US,2,
EIELSON FIELD AK US,3,"51,11,1.847 53,6,2.681 55,3,2.479"
EIELSON FIELD AK US,4,"51,7,1.310 53,2,1.951 55,3,2.062 57,2,3.123 59,2,3.038"
EIELSON FIELD AK US,5,"51,70,1.315 53,42,1.777 55,44,1.588 57,39,1.833 59,45,2.003 61,16,1.874 63,16,1.923 65,7,2.742 67,3,1.421 69,1,1.502"
EIELSON FIELD AK US,6,"51,64,0.377 53,45,0.462 55,41,0.493 57,54,0.657 59,36,0.818 61,32,0.932 63,53,1.103 65,57,1.377 67,49,1.311 69,85,1.666 71,34,1.867 73,32,1.959 75,22,1.710 77,7,1.422 79,10,2.191 81,2,1.385"
EIELSON FIELD AK US,7,"51,49,0.370 53,45,0.218 55,64,0.311 57,67,0.386 59,48,0.709 61,55,0.898 63,69,1.154 65,37,1.252 67,52,0.978 69,90,1.473 71,34,1.797 73,36,1.780 75,39,2.012 77,16,2.408 79,8,2.738 81,2,2.781 83,1,2.689"
EIELSON FIELD AK US,8,"51,130,0.737 53,84,0.742 55,48,1.216 57,55,1.424 59,39,1.707 61,48,1.866 63,41,1.806 65,16,2.443 67,13,2.459 69,20,2.655"
EIELSON FIELD AK US,9,"51,55,1.091 53,34,1.746 55,14,1.659 57,12,1.875 59,6,1.505 61,3,1.773 63,4,0.719 65,9,0.162 67,2,0.883 69,5,1.450"
EIELSON FIELD AK US,10,"51,22,2.755 53,8,2.811 55,8,2.904 57,6,2.154 59,5,0.723 61,5,1.091 63,2,0.244 65,5,2.368 67,10,1.185 69,16,1.986 71,1,5.344 75,2,1.960"
EIELSON FIELD AK US,11,"51,3,1.242 53,4,0.601 55,2,0.000"
EIELSON FIELD AK US,12,
GULKANA AIRPORT AK US,1,
GULKANA AIRPORT AK US,2,
GULKANA AIRPORT AK US,3,
GULKANA AIRPORT AK US,4,"51,10,1.956 53,4,2.440 55,4,3.193 57,4,2.928 59,3,3.689 61,8,3.088 63,2,3.884 65,4,3.268"
GULKANA AIRPORT AK US,5,"51,87,1.289 53,74,1.757 55,31,1.323 57,24,1.858 59,16,1.919 61,18,1.877 63,18,2.604 65,10,2.648 67,14,2.002 69,10,2.134 71,1,1.536"
GULKANA AIRPORT AK US,6,"51,81,0.588 53,68,0.673 55,68,0.917 57,60,1.012 59,33,1.202 61,37,1.603 63,37,1.723 65,37,1.959 67,40,1.831 69,22,2.618 71,14,3.229 73,7,1.775 75,9,1.627 77,2,1.006 79,3,2.582 81,2,2.887"
GULKANA AIRPORT AK US,7,"51,109,0.392 53,90,0.555 55,105,0.693 57,76,0.993 59,57,1.685 61,49,1.654 63,45,1.887 65,36,2.316 67,27,2.853 69,13,2.594 71,4,2.060"
GULKANA AIRPORT AK US,8,"51,90,0.733 53,71,1.017 55,54,0.975 57,59,1.620 59,29,1.784 61,43,2.066 63,33,1.954 65,24,2.235 67,9,2.614 69,12,2.246"
GULKANA AIRPORT AK US,9,"51,75,1.328 53,34,1.144 55,26,1.559 57,25,2.617 59,6,2.184 61,5,3.490 63,4,2.857 65,1,4.556 67,2,2.397 69,1,2.207"
GULKANA AIRPORT AK US,10,
GULKANA AIRPORT AK US,11,
GULKANA AIRPORT AK US,12,
HOMER AIRPORT AK US,1,
HOMER AIRPORT AK US,2,
HOMER AIRPORT AK US,3,
HOMER AIRPORT AK US,4,"51,22,3.448 53,1,3.520"
HOMER AIRPORT AK US,5,"51,103,2.033 53,39,2.068 55,14,2.038 57,8,3.139"
HOMER AIRPORT AK US,6,"51,204,0.896 53,113,1.060 55,69,1.809 57,51,2.018 59,13,2.110 61,17,2.038 63,9,2.562 65,5,2.861 67,1,1.004 69,1,4.118 71,2,1.950 73,4,3.575 75,1,3.067"
HOMER AIRPORT AK US,7,"51,163,0.271 53,120,0.615 55,133,1.173 57,132,1.513 59,42,1.862 61,53,1.825 63,24,2.750 65,6,2.461"
HOMER AIRPORT AK US,8,"51,110,0.434 53,75,0.679 55,106,0.856 57,106,1.205 59,44,1.489 61,85,1.529 63,53,1.458 65,34,1.945 67,22,2.448 69,3,3.155"
HOMER AIRPORT AK US,9,"51,196,0.976 53,135,1.640 55,58,1.427 57,10,2.984 59,5,1.975 61,11,2.746 63,6,5.057 65,1,5.687 67,3,7.411"
HOMER AIRPORT AK US,10,"51,44,2.976 53,6,6.455"
HOMER AIRPORT AK US,11,
HOMER AIRPORT AK US,12,
ILIAMNA AIRPORT AK US,1,
ILIAMNA AIRPORT AK US,2,
ILIAMNA AIRPORT AK US,3,
ILIAMNA AIRPORT AK US,4,"51,22,2.429 53,17,2.616 55,13,2.579 57,5,3.065 59,6,2.943 61,5,4.017 63,3,3.879 65,1,2.850 67,2,3.888"
ILIAMNA AIRPORT AK US,5,"51,56,1.577 53,46,2.107 55,20,2.139 57,14,1.901 59,6,2.139 61,8,2.002 63,4,2.480 65,2,1.373"
ILIAMNA AIRPORT AK US,6,"51,102,0.741 53,54,0.965 55,38,1.095 57,46,1.397 59,33,1.808 61,30,2.316 63,24,2.541 65,16,2.807 67,8,3.344 69,21,2.542 71,10,2.114 73,11,2.016 75,3,3.350 77,1,2.856"
ILIAMNA AIRPORT AK US,7,"51,88,0.339 53,132,0.349 55,115,0.684 57,97,1.092 59,28,1.054 61,40,1.642 63,39,1.559 65,29,1.898 67,17,2.397 69,17,2.321 71,5,2.486 73,6,2.870 75,9,3.241 77,4,2.945 79,4,3.255 81,3,3.679 83,1,3.484"
ILIAMNA AIRPORT AK US,8,"51,112,0.456 53,122,0.336 55,92,0.692 57,93,0.851 59,55,1.108 61,43,1.806 63,42,2.413 65,33,3.002 67,10,2.610 69,23,3.587 71,1,1.826"
ILIAMNA AIRPORT AK US,9,"51,136,0.506 53,90,0.967 55,51,1.707 57,42,2.477 59,8,3.021 61,11,3.496 63,10,3.778 65,4,3.637 67,3,4.741"
ILIAMNA AIRPORT AK US,10,"51,24,2.444 53,20,0.714 55,3,2.355"
ILIAMNA AIRPORT AK US,11,
ILIAMNA AIRPORT AK US,12,
JUNEAU INTERNATIONAL AIRPORT AK US,1,
JUNEAU INTERNATIONAL AIRPORT AK US,2,
JUNEAU INTERNATIONAL AIRPORT AK US,3,
JUNEAU INTERNATIONAL AIRPORT AK US,4,"51,46,1.946 53,14,2.344 55,18,3.172 57,11,2.168 59,2,4.856 61,16,3.751 63,8,3.727 65,2,2.897"
JUNEAU INTERNATIONAL AIRPORT AK US,5,"51,129,0.693 53,62,1.037 55,48,1.287 57,50,1.702 59,14,2.053 61,46,2.211 63,34,2.602 65,14,2.068 67,15,2.685 69,12,2.853 71,5,2.963 73,1,2.867"
JUNEAU INTERNATIONAL AIRPORT AK US,6,"51,146,0.371 53,101,0.678 55,67,0.748 57,57,1.310 59,34,1.338 61,37,1.900 63,32,1.858 65,19,2.723 67,20,2.753 69,30,3.248 71,6,3.358 73,2,4.678 75,4,3.470 77,1,4.831 79,4,4.051"
JUNEAU INTERNATIONAL AIRPORT AK US,7,"51,123,0.183 53,159,0.268 55,133,0.640 57,115,1.016 59,37,1.166 61,38,1.449 63,51,1.799 65,25,2.549 67,12,4.049 69,21,4.961 71,4,5.765 73,4,4.498 75,3,5.544 77,2,5.102"
JUNEAU INTERNATIONAL AIRPORT AK US,8,"51,156,0.307 53,132,0.557 55,96,0.725 57,61,1.257 59,40,1.325 61,47,1.689 63,35,2.731 65,10,3.468 67,8,3.610 69,17,3.263 71,11,4.327 73,11,3.492 75,6,3.509"
JUNEAU INTERNATIONAL AIRPORT AK US,9,"51,248,0.573 53,94,1.211 55,34,2.812 57,21,5.551 59,9,7.020 61,11,6.139 63,4,2.696"
