ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1,
JUNEAU INTERNATIONAL AIRPORT AK US,10,"51,74,2.219 53,8,3.457 55,3,9.061"
JUNEAU INTERNATIONAL AIRPORT AK US,11,
JUNEAU INTERNATIONAL AIRPORT AK US,12,
KENAI MUNICIPAL AIRPORT AK US,1,
KENAI MUNICIPAL AIRPORT AK US,2,
KENAI MUNICIPAL AIRPORT AK US,3,
KENAI MUNICIPAL AIRPORT AK US,4,"51,19,2.054 53,8,2.656 55,4,2.555 57,10,3.000 59,3,3.198 61,12,3.076 63,6,3.195 65,11,3.184 67,4,2.716"
KENAI MUNICIPAL AIRPORT AK US,5,"51,72,1.772 53,32,1.881 55,19,1.590 57,16,1.725 59,10,3.115 61,8,1.816 63,7,2.780 65,4,3.691 67,8,3.235 69,1,3.627"
KENAI MUNICIPAL AIRPORT AK US,6,"51,149,0.819 53,88,1.279 55,52,1.561 57,55,1.667 59,36,2.411 61,17,2.138 63,12,2.417 65,3,1.804 67,8,2.580 69,10,2.589 71,5,2.952 73,3,2.294 75,4,2.899"
KENAI MUNICIPAL AIRPORT AK US,7,"51,234,0.317 53,124,0.883 55,95,1.248 57,76,1.849 59,29,2.566 61,40,2.426 63,27,1.801 65,11,2.284 67,7,2.296 69,4,2.609 71,6,3.514"
KENAI MUNICIPAL AIRPORT AK US,8,"51,117,0.345 53,64,0.718 55,83,0.913 57,80,1.351 59,37,1.537 61,44,2.210 63,42,2.242 65,42,2.753 67,18,3.007 69,7,3.456"
KENAI MUNICIPAL AIRPORT AK US,9,"51,99,1.269 53,62,0.814 55,56,1.594 57,33,2.185 59,23,2.392 61,38,2.581 63,23,3.339 65,4,3.307"
KENAI MUNICIPAL AIRPORT AK US,10,"51,16,4.135 53,5,1.406 55,6,1.039 57,5,2.588 59,1,0.946"
KENAI MUNICIPAL AIRPORT AK US,11,"55,1,0.000 65,1,0.000 75,1,0.000 85,1,0.000 95,1,0.000 105,1,0.000"
KENAI MUNICIPAL AIRPORT AK US,12,
KING SALMON AIRPORT AK US,1,
KING SALMON AIRPORT AK US,2,
KING SALMON AIRPORT AK US,3,
KING SALMON AIRPORT AK US,4,"51,17,2.266 53,8,1.769 55,2,3.040"
KING SALMON AIRPORT AK US,5,"51,39,2.470 53,17,2.733 55,12,2.978 57,9,2.780 59,2,3.771"
KING SALMON AIRPORT AK US,6,"51,88,0.841 53,51,1.047 55,60,1.676 57,46,1.849 59,35,2.220 61,24,2.853 63,13,3.141 65,12,3.909 67,2,4.796 69,1,4.096"
KING SALMON AIRPORT AK US,7,"51,161,0.321 53,96,0.688 55,82,0.659 57,72,1.054 59,32,1.255 61,45,1.270 63,32,2.393 65,30,2.741 67,13,2.259 69,22,2.664 71,6,4.280 73,9,3.442 75,10,3.935 77,2,3.983 79,5,4.700"
KING SALMON AIRPORT AK US,8,"51,140,0.492 53,120,0.661 55,94,0.803 57,67,1.491 59,21,1.067 61,47,1.246 63,32,1.836 65,24,2.496 67,15,2.210 69,21,2.614 71,8,4.319 73,3,4.874 75,5,4.658 79,2,5.208"
KING SALMON AIRPORT AK US,9,"51,190,1.329 53,93,1.800 55,32,1.714 57,19,1.309 59,5,1.337 61,11,2.522 63,3,3.531"
KING SALMON AIRPORT AK US,10,"51,2,2.354"
KING SALMON AIRPORT AK US,11,
KING SALMON AIRPORT AK US,12,
KODIAK AIRPORT AK US,1,
KODIAK AIRPORT AK US,2,
KODIAK AIRPORT AK US,3,
KODIAK AIRPORT AK US,4,"51,43,3.075 53,20,3.620 55,11,4.093 57,4,4.180 61,1,4.882"
KODIAK AIRPORT AK US,5,"51,35,3.217 53,21,3.564 55,18,3.970"
KODIAK AIRPORT AK US,6,"51,145,1.287 53,40,1.941 55,22,2.148 57,22,2.224 59,9,3.196 61,15,2.469 63,13,3.164 65,6,2.256 67,1,2.524 69,3,3.409 71,2,3.812 73,1,4.029 75,3,4.440 77,1,4.492"
KODIAK AIRPORT AK US,7,"51,257,0.345 53,175,0.933 55,78,1.584 57,51,2.069 59,21,1.933 61,21,1.060 63,16,2.962 65,12,2.844 67,9,4.669 69,5,3.943 71,2,5.021 73,1,5.298 75,4,5.258"
KODIAK AIRPORT AK US,8,"51,109,0.211 53,127,0.414 55,118,0.717 57,95,0.970 59,41,1.420 61,60,1.913 63,34,3.151 65,19,2.282 67,22,2.954 69,15,3.227 71,7,3.947 73,4,3.416 75,1,3.509 77,1,2.862"
KODIAK AIRPORT AK US,9,"51,181,0.758 53,118,1.350 55,57,2.073 57,37,2.791 59,7,4.285 61,7,4.348 63,6,4.921"
KODIAK AIRPORT AK US,10,"51,36,2.654 53,10,4.525 55,4,3.307"
KODIAK AIRPORT AK US,11,
KODIAK AIRPORT AK US,12,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,1,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,2,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,3,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,4,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,5,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,6,"51,82,1.202 53,47,1.056 55,51,1.058 57,23,1.534 59,6,1.312 61,14,1.618 63,4,1.444 65,2,0.921 67,3,1.653"
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,7,"51,119,0.700 53,105,0.619 55,117,0.755 57,123,1.242 59,45,1.312 61,77,1.691 63,53,1.579 65,16,2.230 67,5,2.868 69,3,2.888"
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,8,"51,211,0.847 53,134,0.687 55,105,0.902 57,79,1.010 59,34,1.456 61,22,2.197 63,8,1.557 65,8,1.714 67,7,1.983 69,6,3.154"
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,9,"51,37,1.737 53,14,1.947 55,3,3.721 57,5,3.850 59,3,4.329 61,1,4.837"
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,10,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,11,
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,12,
MCGRATH AIRPORT AK US,1,
MCGRATH AIRPORT AK US,2,
MCGRATH AIRPORT AK US,3,
MCGRATH AIRPORT AK US,4,"51,4,2.666 53,5,3.540 55,1,4.262 57,4,2.324 59,2,2.642"
MCGRATH AIRPORT AK US,5,"51,90,1.482 53,44,1.879 55,44,1.920 57,23,2.011 59,11,1.875 61,9,2.339 63,11,2.094 65,8,1.572 67,7,1.485 69,4,1.817"
MCGRATH AIRPORT AK US,6,"51,103,0.602 53,52,0.655 55,42,0.784 57,45,0.853 59,33,1.190 61,49,1.318 63,42,1.431 65,40,1.734 67,19,1.935 69,36,2.203 71,14,2.652 73,17,2.905 75,13,2.706 77,2,3.159 79,4,2.619"
MCGRATH AIRPORT AK US,7,"51,71,0.294 53,83,0.407 55,65,0.386 57,54,0.559 59,42,0.711 61,46,1.005 63,60,1.236 65,50,1.507 67,70,1.856 69,46,2.111 71,26,2.482 73,21,2.581 75,6,2.609 77,2,2.690 79,3,2.951 81,1,3.753"
MCGRATH AIRPORT AK US,8,"51,58,0.576 53,72,0.474 55,88,0.489 57,105,0.712 59,58,1.007 61,62,1.031 63,59,1.537 65,37,1.620 67,22,2.027 69,26,2.511 71,14,3.313 73,15,4.186 75,4,3.540 77,2,4.581 79,1,3.986"
MCGRATH AIRPORT AK US,9,"51,43,2.260 53,20,2.915 55,12,4.006 57,11,4.448 59,11,2.897 61,5,4.709"
MCGRATH AIRPORT AK US,10,"51,1,2.611"
MCGRATH AIRPORT AK US,11,
MCGRATH AIRPORT AK US,12,
NOME MUNICIPAL AIRPORT AK US,1,
NOME MUNICIPAL AIRPORT AK US,2,
NOME MUNICIPAL AIRPORT AK US,3,
NOME MUNICIPAL AIRPORT AK US,4,
NOME MUNICIPAL AIRPORT AK US,5,"51,14,1.990 53,3,2.486 55,4,2.592 57,3,2.062"
NOME MUNICIPAL AIRPORT AK US,6,"51,57,0.929 53,49,1.155 55,28,1.525 57,31,1.786 59,13,1.583 61,31,2.003 63,16,2.674 65,21,1.851 67,6,2.397 69,5,2.387 71,3,2.000 73,4,1.789"
NOME MUNICIPAL AIRPORT AK US,7,"51,143,0.548 53,87,0.986 55,79,1.267 57,76,1.430 59,39,1.803 61,37,1.999 63,28,1.798 65,6,1.705 67,7,3.149 69,4,2.134 71,8,3.221 73,3,3.259 75,5,3.134 77,2,3.767"
NOME MUNICIPAL AIRPORT AK US,8,"51,239,0.694 53,110,0.754 55,73,1.191 57,72,1.630 59,29,1.938 61,32,2.250 63,12,2.426 65,2,3.242"
NOME MUNICIPAL AIRPORT AK US,9,"51,66,1.691 53,18,1.685 55,7,4.223 57,6,3.257 59,3,1.780 61,1,2.733"
NOME MUNICIPAL AIRPORT AK US,10,
NOME MUNICIPAL AIRPORT AK US,11,
NOME MUNICIPAL AIRPORT AK US,12,
NORTHWAY AIRPORT AK US,1,
NORTHWAY AIRPORT AK US,2,
NORTHWAY AIRPORT AK US,3,
NORTHWAY AIRPORT AK US,4,"51,11,1.908 53,7,2.419 55,5,1.873 57,3,0.897 59,1,1.176"
NORTHWAY AIRPORT AK US,5,"51,58,0.952 53,33,1.169 55,27,1.105 57,31,0.949 59,7,1.240 61,18,1.103 63,12,1.831 65,19,1.776 67,14,1.987 69,19,2.966 71,18,3.164 73,15,2.749 75,12,2.956 77,4,1.679 79,5,2.840 81,1,0.830"
NORTHWAY AIRPORT AK US,6,"51,90,0.787 53,61,0.928 55,48,0.995 57,55,1.276 59,46,0.904 61,33,1.209 63,33,1.438 65,39,1.534 67,22,1.702 69,39,2.027 71,20,2.362 73,10,2.341 75,9,2.114"
NORTHWAY AIRPORT AK US,7,"51,99,0.153 53,81,0.426 55,69,0.381 57,53,0.596 59,34,0.846 61,48,0.983 63,61,1.038 65,38,1.411 67,40,1.786 69,64,1.779 71,31,1.846 73,25,1.992 75,26,2.375 77,6,1.704 79,8,2.502 81,8,2.990 83,5,3.846 85,2,4.341"
NORTHWAY AIRPORT AK US,8,"51,98,0.562 53,46,0.763 55,40,1.148 57,37,1.139 59,46,1.663 61,41,1.937 63,34,2.079 65,33,1.999 67,25,1.637 69,28,2.122 71,14,3.052 73,10,3.808 75,1,4.227 77,4,3.343"
NORTHWAY AIRPORT AK US,9,"51,27,1.264 53,14,2.183 55,15,1.894 57,20,3.394 59,9,3.092 61,17,2.688"
NORTHWAY AIRPORT AK US,10,
NORTHWAY AIRPORT AK US,11,
NORTHWAY AIRPORT AK US,12,"51,2,0.000"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,1,
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,2,
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,3,
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,4,"51,48,1.808 53,20,2.025 55,14,2.277 57,18,2.500 59,8,2.291 61,21,2.779 63,5,2.769 65,5,3.410 67,2,2.735"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,5,"51,82,1.397 53,40,1.819 55,34,2.093 57,28,2.047 59,9,2.355 61,19,3.107 63,10,1.492 65,3,1.440 67,10,2.417 69,6,3.634"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,6,"51,87,0.260 53,67,0.512 55,72,0.738 57,68,0.862 59,76,1.131 61,48,1.417 63,45,1.934 65,42,1.944 67,19,2.078 69,30,2.159 71,16,2.956 73,9,2.825 75,6,2.878 77,3,3.019"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,7,"51,110,0.215 53,124,0.333 55,106,0.361 57,107,0.648 59,26,1.024 61,61,1.223 63,36,1.633 65,28,2.124 67,26,2.865 69,52,2.755 71,17,3.061 73,10,3.929 75,6,2.692 77,4,2.623 79,3,3.474"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,8,"51,57,0.447 53,65,0.369 55,89,0.307 57,60,0.558 59,94,0.834 61,60,0.951 63,61,1.432 65,44,1.787 67,22,1.763 69,32,2.377 71,24,2.847 73,15,3.234 75,15,4.043 77,3,3.418"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,9,"51,86,1.063 53,52,1.697 55,47,1.788 57,35,1.634 59,21,1.279 61,28,1.730 63,16,1.963 65,18,0.676 67,5,0.950"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,10,"51,13,1.910"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,11,"51,20,1.408 53,4,0.000 55,1,0.000"
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,12,
SEWARD AIRPORT AK US,1,
SEWARD AIRPORT AK US,2,
SEWARD AIRPORT AK US,3,
SEWARD AIRPORT AK US,4,"51,15,2.704 53,5,2.120 55,2,1.170 61,1,1.621"
SEWARD AIRPORT AK US,5,"51,89,1.586 53,25,2.296 55,16,2.821 57,8,3.231 59,1,3.210 61,5,3.979 63,2,4.232 65,6,3.678 67,6,3.852 69,1,3.774"
SEWARD AIRPORT AK US,6,"51,122,0.471 53,124,0.911 55,81,0.955 57,50,1.234 59,27,2.139 61,16,2.296 63,22,3.415 65,18,3.345 67,13,2.930 69,15,3.254 71,4,2.363 73,6,3.724"
SEWARD AIRPORT AK US,7,"51,192,0.231 53,177,0.575 55,146,1.042 57,78,1.479 59,39,2.362 61,30,3.009 63,15,3.125 65,5,3.495 67,8,4.720 69,2,4.608 71,2,4.954 73,2,5.140"
SEWARD AIRPORT AK US,8,"51,128,0.171 53,109,0.373 55,96,0.655 57,90,1.236 59,37,1.423 61,67,2.001 63,41,2.263 65,29,1.997 67,19,2.590 69,26,2.583 71,7,3.229 73,5,2.995 75,1,3.503"
SEWARD AIRPORT AK US,9,"51,130,0.974 53,69,1.314 55,37,2.245 57,37,2.814 59,20,3.425 61,13,4.427 63,5,3.947"
SEWARD AIRPORT AK US,10,"51,5,0.902 53,3,0.991 55,1,1.054 59,1,1.130"
SEWARD AIRPORT AK US,11,
SEWARD AIRPORT AK US,12,
SITKA AIRPORT AK US,1,"51,2,0.000"
SITKA AIRPORT AK US,2,
SITKA AIRPORT AK US,3,"51,4,0.935 53,1,0.552"
SITKA AIRPORT AK US,4,"51,3,2.334"
SITKA AIRPORT AK US,5,"51,88,0.920 53,26,1.297 55,20,0.947 57,8,1.465 59,5,0.459 61,5,2.162 63,4,3.004 65,5,2.152 67,3,5.302 69,10,4.451 71,3,3.841"
SITKA AIRPORT AK US,6,"51,192,0.836 53,132,0.833 55,70,1.605 57,53,1.468 59,8,1.382 61,17,1.744 63,15,2.896 65,5,3.740 67,8,3.851 69,3,4.406"
SITKA AIRPORT AK US,7,"51,172,0.504 53,171,0.784 55,195,0.904 57,101,1.592 59,20,2.976 61,25,2.614 63,13,3.137 65,4,3.976"
SITKA AIRPORT AK US,8,"51,93,0.312 53,162,0.493 55,183,0.613 57,160,1.082 59,43,1.819 61,54,2.950 63,13,3.806 65,7,4.261 67,3,3.930 69,3,4.638"
SITKA AIRPORT AK US,9,"51,173,0.494 53,173,0.811 55,101,1.355 57,61,1.796 59,39,2.142 61,33,3.451 63,8,3.653 65,1,1.001"
SITKA AIRPORT AK US,10,"51,107,1.498 53,20,4.851 55,4,6.981"
SITKA AIRPORT AK US,11,"51,60,0.259 53,6,3.131"
SITKA AIRPORT AK US,12,
ST PAUL ISLAND AIRPORT AK US,1,
ST PAUL ISLAND AIRPORT AK US,2,
ST PAUL ISLAND AIRPORT AK US,3,
ST PAUL ISLAND AIRPORT AK US,4,
ST PAUL ISLAND AIRPORT AK US,5,
ST PAUL ISLAND AIRPORT AK US,6,"51,18,3.578 53,3,4.500 55,8,4.660 57,1,7.165 59,1,6.845"
ST PAUL ISLAND AIRPORT AK US,7,"51,112,1.901 53,19,3.696 55,4,1.727 57,1,0.996 59,1,0.226 61,1,0.000"
ST PAUL ISLAND AIRPORT AK US,8,"51,156,1.952 53,25,3.476 55,7,6.139 57,1,8.671"
ST PAUL ISLAND AIRPORT AK US,9,"51,49,3.873 53,6,7.106"
ST PAUL ISLAND AIRPORT AK US,10,
ST PAUL ISLAND AIRPORT AK US,11,
ST PAUL ISLAND AIRPORT AK US,12,
TALKEETNA AIRPORT AK US,1,
TALKEETNA AIRPORT AK US,2,
TALKEETNA AIRPORT AK US,3,
TALKEETNA AIRPORT AK US,4,"51,21,1.889 53,13,2.125 55,9,2.597 57,2,1.785 59,4,2.095"
TALKEETNA AIRPORT AK US,5,"51,77,1.359 53,64,1.217 55,51,1.725 57,33,2.138 59,13,1.931 61,21,2.553 63,23,2.519 65,13,2.928 67,7,3.822 69,3,3.253"
TALKEETNA AIRPORT AK US,6,"51,90,0.436 53,77,0.654 55,55,0.853 57,59,1.105 59,49,1.088 61,39,1.313 63,40,1.367 65,26,1.569 67,12,2.054 69,47,2.201 71,22,2.262 73,13,2.505 75,13,2.431 77,4,3.101 79,6,3.057 81,3,2.873"
TALKEETNA AIRPORT AK US,7,"51,104,0.365 53,89,0.354 55,92,0.496 57,83,0.683 59,44,0.619 61,49,1.421 63,47,1.537 65,42,1.305 67,35,1.709 69,70,2.187 71,25,2.794 73,9,2.290 75,3,2.809 77,1,2.986 79,6,2.594"
TALKEETNA AIRPORT AK US,8,"51,156,0.211 53,89,0.307 55,75,0.541 57,61,0.934 59,36,1.505 61,51,1.692 63,38,2.134 65,48,2.386 67,32,2.468 69,23,3.301 71,14,4.145 73,4,4.277 75,1,3.354"
TALKEETNA AIRPORT AK US,9,"51,84,0.963 53,47,1.383 55,44,1.718 57,30,2.619 59,16,3.017 61,17,3.381 63,9,4.094 65,6,4.888 67,13,4.931 69,1,6.562"
TALKEETNA AIRPORT AK US,10,"51,1,9.987"
TALKEETNA AIRPORT AK US,11,
TALKEETNA AIRPORT AK US,12,
TANANA CALHOUN MEMORIAL AIRPORT AK US,1,
TANANA CALHOUN MEMORIAL AIRPORT AK US,2,
TANANA CALHOUN MEMORIAL AIRPORT AK US,3,
TANANA CALHOUN MEMORIAL AIRPORT AK US,4,
TANANA CALHOUN MEMORIAL AIRPORT AK US,5,"51,59,1.816 53,29,2.100 55,31,1.863 57,20,1.787 59,9,2.095 61,19,1.956 63,10,2.673 65,1,2.936 67,5,3.895 69,1,3.082"
TANANA CALHOUN MEMORIAL AIRPORT AK US,6,"51,73,0.524 53,39,0.533 55,50,0.546 57,52,0.727 59,51,1.210 61,52,1.174 63,52,1.739 65,51,1.675 67,27,1.444 69,48,1.691 71,28,1.985 73,22,2.118 75,6,2.692 77,8,2.192 79,4,1.435 81,2,2.239"
TANANA CALHOUN MEMORIAL AIRPORT AK US,7,"51,66,0.413 53,96,0.370 55,68,0.650 57,67,0.808 59,41,1.070 61,59,1.339 63,50,1.493 65,48,1.720 67,41,1.968 69,40,2.007 71,23,2.579 73,10,2.470 75,7,3.393 77,1,1.646"
TANANA CALHOUN MEMORIAL AIRPORT AK US,8,"51,118,1.061 53,56,0.949 55,62,1.474 57,50,1.317 59,35,1.598 61,44,2.240 63,19,1.617 65,16,1.209 67,13,2.074 69,13,2.980 71,2,4.293"
TANANA CALHOUN MEMORIAL AIRPORT AK US,9,"51,47,1.114 53,28,1.302 55,19,0.914 57,5,3.031 59,1,1.237"
TANANA CALHOUN MEMORIAL AIRPORT AK US,10,"51,11,0.549 53,7,0.351 55,8,1.174 57,4,0.688 59,4,0.682 61,3,1.230 63,4,2.136 65,1,10.876"
TANANA CALHOUN MEMORIAL AIRPORT AK US,11,
TANANA CALHOUN MEMORIAL AIRPORT AK US,12,
VALDEZ WEATHER SERVICE OFFICE AK US,1,
VALDEZ WEATHER SERVICE OFFICE AK US,2,
VALDEZ WEATHER SERVICE OFFICE AK US,3,
VALDEZ WEATHER SERVICE OFFICE AK US,4,"51,19,3.467 53,10,4.782 55,5,4.358"
VALDEZ WEATHER SERVICE OFFICE AK US,5,"51,116,1.743 53,47,2.572 55,25,2.977 57,17,3.588 59,5,4.696 61,3,3.785 63,3,3.354 65,1,3.834"
VALDEZ WEATHER SERVICE OFFICE AK US,6,"51,103,0.396 53,87,0.585 55,91,0.937 57,57,1.223 59,41,1.649 61,45,2.496 63,36,2.578 65,24,2.900 67,13,2.653 69,5,3.344 71,3,2.696 73,4,3.768 75,2,2.700"
VALDEZ WEATHER SERVICE OFFICE AK US,7,"51,130,0.260 53,127,0.446 55,83,0.710 57,91,0.968 59,66,1.564 61,34,1.908 63,32,2.332 65,30,2.659 67,17,2.960 69,10,3.539 71,6,3.060 73,5,3.716 75,9,3.856 77,1,1.142"
VALDEZ WEATHER SERVICE OFFICE AK US,8,"51,252,0.354 53,82,0.739 55,57,1.306 57,52,1.714 59,25,2.275 61,36,3.024 63,18,3.464 65,14,4.075 67,7,3.777 69,9,4.332 71,4,4.550 73,6,4.650 75,3,4.619"
VALDEZ WEATHER SERVICE OFFICE AK US,9,"51,68,1.319 53,32,1.748 55,21,2.017 57,11,3.882 59,14,3.680 61,10,5.497 63,2,0.455 65,6,3.425 67,4,6.754 69,7,7.732 71,6,8.607"
VALDEZ WEATHER SERVICE OFFICE AK US,10,"51,12,3.220 53,1,3.145"
VALDEZ WEATHER SERVICE OFFICE AK US,11,
VALDEZ WEATHER SERVICE OFFICE AK US,12,
WRANGELL AIRPORT AK US,1,
WRANGELL AIRPORT AK US,2,
WRANGELL AIRPORT AK US,3,
WRANGELL AIRPORT AK US,4,"51,16,2.627 53,5,2.437 55,4,3.143 57,6,3.519 59,2,3.606"
WRANGELL AIRPORT AK US,5,"51,61,1.744 53,33,1.219 55,25,1.596 57,15,1.459 59,6,0.384 61,8,0.477 63,6,0.613 65,3,0.718"
WRANGELL AIRPORT AK US,6,"51,118,0.468 53,84,0.725 55,74,0.943 57,51,1.434 59,27,1.240 61,41,1.941 63,25,2.463 65,20,2.870 67,23,2.351 69,23,2.895 71,7,2.285 73,2,4.071 75,4,2.145 77,3,1.819 79,4,2.835 81,3,2.918 83,3,2.664"
WRANGELL AIRPORT AK US,7,"51,84,0.227 53,127,0.405 55,164,0.698 57,140,0.961 59,46,1.105 61,58,1.766 63,31,2.882 65,24,3.491 67,11,2.767 69,8,3.810 71,3,2.813 73,4,1.895 75,3,3.743 77,3,1.030"
WRANGELL AIRPORT AK US,8,"51,67,0.183 53,106,0.312 55,101,0.679 57,118,0.685 59,92,0.783 61,76,1.375 63,50,1.464 65,46,2.068 67,19,2.640 69,31,3.029 71,8,3.799 73,2,2.560 75,2,2.423 77,4,3.595 79,1,5.271"
WRANGELL AIRPORT AK US,9,"51,174,0.554 53,147,1.026 55,97,1.779 57,35,2.932 59,21,2.725 61,6,4.185"
WRANGELL AIRPORT AK US,10,"51,97,0.883 53,48,1.341 55,15,1.184 57,2,0.000"
WRANGELL AIRPORT AK US,11,"51,1,0.000"
WRANGELL AIRPORT AK US,12,
YAKUTAT AIRPORT AK US,1,
YAKUTAT AIRPORT AK US,2,
YAKUTAT AIRPORT AK US,3,
YAKUTAT AIRPORT AK US,4,"51,19,2.821 53,6,2.935 55,4,3.946 57,1,4.636 61,2,2.920 63,2,5.690 65,3,3.864 67,3,4.115"
YAKUTAT AIRPORT AK US,5,"51,61,3.046 53,22,4.080 55,15,3.795 57,5,2.345 59,2,3.547 61,4,3.104"
YAKUTAT AIRPORT AK US,6,"51,229,0.613 53,87,1.304 55,53,2.050 57,37,2.645 59,14,3.044 61,17,4.340 63,8,3.754 65,5,3.846 67,2,5.795"
YAKUTAT AIRPORT AK US,7,"51,103,0.232 53,135,0.527 55,130,0.799 57,101,1.276 59,57,1.365 61,50,2.036 63,26,2.794 65,15,2.400 67,10,3.447 69,12,3.767 71,5,4.972 73,1,6.226 75,2,5.664"
YAKUTAT AIRPORT AK US,8,"51,74,0.315 53,131,0.212 55,155,0.728 57,100,1.273 59,35,1.755 61,63,2.298 63,38,3.406 65,14,4.399 67,3,4.675 69,5,4.517 71,1,4.945"
YAKUTAT AIRPORT AK US,9,"51,156,0.644 53,110,1.154 55,87,1.829 57,35,3.041 59,12,4.486 61,7,6.043 63,3,8.509 65,1,7.735"
YAKUTAT AIRPORT AK US,10,"51,58,2.935 53,4,1.001"
YAKUTAT AIRPORT AK US,11,"51,4,0.884"
YAKUTAT AIRPORT AK US,12,
