station_name,MONTH,wind_speed_mph,data_source
ALYESKA AK US,no_data,no_data,no_data
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,1.0,6.66787,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,2.0,6.74360,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,3.0,7.31843,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,4.0,7.37097,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,5.0,8.36962,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,6.0,8.29833,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,7.0,7.43360,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,8.0,6.90241,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,9.0,7.04986,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,10.0,6.78454,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,11.0,6.67194,noaa
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,12.0,6.33010,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,1.0,9.51875,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,2.0,9.20089,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,3.0,9.43272,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,4.0,8.96041,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,5.0,8.10927,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,6.0,7.74062,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,7.0,7.06895,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,8.0,7.14495,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,9.0,7.53687,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,10.0,8.95846,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,11.0,9.48604,noaa
ANNETTE WEATHER SERVICE OFFICE AIRPORT AK US,12.0,9.40967,noaa
AUKE BAY AK US,no_data,no_data,no_data
BARROW W POST W ROGERS AIRPORT AK US,1.0,12.4276,noaa
BARROW W POST W ROGERS AIRPORT AK US,2.0,12.6151,noaa
BARROW W POST W ROGERS AIRPORT AK US,3.0,11.7397,noaa
BARROW W POST W ROGERS AIRPORT AK US,4.0,11.905,noaa
BARROW W POST W ROGERS AIRPORT AK US,5.0,12.4590,noaa
BARROW W POST W ROGERS AIRPORT AK US,6.0,12.0491,noaa
BARROW W POST W ROGERS AIRPORT AK US,7.0,12.1786,noaa
BARROW W POST W ROGERS AIRPORT AK US,8.0,12.5145,noaa
BARROW W POST W ROGERS AIRPORT AK US,9.0,13.1780,noaa
BARROW W POST W ROGERS AIRPORT AK US,10.0,13.7411,noaa
BARROW W POST W ROGERS AIRPORT AK US,11.0,13.1793,noaa
BARROW W POST W ROGERS AIRPORT AK US,12.0,12.7982,noaa
BETHEL AIRPORT AK US,1.0,14.3376,noaa
BETHEL AIRPORT AK US,2.0,13.8867,noaa
BETHEL AIRPORT AK US,3.0,13.4803,noaa
BETHEL AIRPORT AK US,4.0,12.0413,noaa
BETHEL AIRPORT AK US,5.0,10.9346,noaa
BETHEL AIRPORT AK US,6.0,10.0245,noaa
BETHEL AIRPORT AK US,7.0,9.93481,noaa
BETHEL AIRPORT AK US,8.0,10.5388,noaa
BETHEL AIRPORT AK US,9.0,10.865,noaa
BETHEL AIRPORT AK US,10.0,11.6314,noaa
BETHEL AIRPORT AK US,11.0,12.4536,noaa
BETHEL AIRPORT AK US,12.0,12.9025,noaa
BETTLES AIRPORT AK US,1.0,5.14784,noaa
BETTLES AIRPORT AK US,2.0,5.39508,noaa
BETTLES AIRPORT AK US,3.0,6.20376,noaa
BETTLES AIRPORT AK US,4.0,6.73333,noaa
BETTLES AIRPORT AK US,5.0,6.71034,noaa
BETTLES AIRPORT AK US,6.0,6.185,noaa
BETTLES AIRPORT AK US,7.0,5.90483,noaa
BETTLES AIRPORT AK US,8.0,5.56008,noaa
BETTLES AIRPORT AK US,9.0,5.78361,noaa
BETTLES AIRPORT AK US,10.0,5.81491,noaa
BETTLES AIRPORT AK US,11.0,5.15555,noaa
BETTLES AIRPORT AK US,12.0,4.95604,noaa
BIG DELTA AIRPORT AK US,1.0,12.2767,noaa
BIG DELTA AIRPORT AK US,2.0,10.8315,noaa
BIG DELTA AIRPORT AK US,3.0,9.44226,noaa
BIG DELTA AIRPORT AK US,4.0,8.29,noaa
BIG DELTA AIRPORT AK US,5.0,7.95362,noaa
BIG DELTA AIRPORT AK US,6.0,7.12291,noaa
BIG DELTA AIRPORT AK US,7.0,6.23279,noaa
BIG DELTA AIRPORT AK US,8.0,6.51706,noaa
BIG DELTA AIRPORT AK US,9.0,7.92680,noaa
BIG DELTA AIRPORT AK US,10.0,8.39744,noaa
BIG DELTA AIRPORT AK US,11.0,10.2681,noaa
BIG DELTA AIRPORT AK US,12.0,11.8141,noaa
BIG RIVER LAKES AK US,1.0,2.4110264396103873,tmy3
BIG RIVER LAKES AK US,2.0,7.857924011440353,tmy3
BIG RIVER LAKES AK US,3.0,5.855736493060482,tmy3
BIG RIVER LAKES AK US,4.0,5.4292442864776875,tmy3
BIG RIVER LAKES AK US,5.0,9.421012901702474,tmy3
BIG RIVER LAKES AK US,6.0,5.516857842345307,tmy3
BIG RIVER LAKES AK US,7.0,4.9423185701852494,tmy3
BIG RIVER LAKES AK US,8.0,7.144383371744863,tmy3
BIG RIVER LAKES AK US,9.0,6.213416680129755,tmy3
BIG RIVER LAKES AK US,10.0,10.535274528488346,tmy3
BIG RIVER LAKES AK US,11.0,5.891234916176823,tmy3
BIG RIVER LAKES AK US,12.0,5.559281564833034,tmy3
CANNERY CREEK AK US,no_data,no_data,no_data
COLD BAY AIRPORT AK US,1.0,16.9534,noaa
COLD BAY AIRPORT AK US,2.0,17.3043,noaa
COLD BAY AIRPORT AK US,3.0,17.2397,noaa
COLD BAY AIRPORT AK US,4.0,16.7158,noaa
COLD BAY AIRPORT AK US,5.0,15.8977,noaa
COLD BAY AIRPORT AK US,6.0,15.2301,noaa
COLD BAY AIRPORT AK US,7.0,14.9760,noaa
COLD BAY AIRPORT AK US,8.0,15.4481,noaa
COLD BAY AIRPORT AK US,9.0,15.8948,noaa
COLD BAY AIRPORT AK US,10.0,16.3123,noaa
COLD BAY AIRPORT AK US,11.0,17.3893,noaa
COLD BAY AIRPORT AK US,12.0,17.3018,noaa
COLLEGE 5 NW AK US,no_data,no_data,no_data
COLLEGE OBSERVATORY AK US,no_data,no_data,no_data
COOPER LANDING 5 W AK US,no_data,no_data,no_data
CORDOVA M K SMITH AIRPORT AK US,1.0,5.291089073982241,tmy3
CORDOVA M K SMITH AIRPORT AK US,2.0,8.239735366228242,tmy3
CORDOVA M K SMITH AIRPORT AK US,3.0,6.4179785983194115,tmy3
CORDOVA M K SMITH AIRPORT AK US,4.0,4.964457479463615,tmy3
CORDOVA M K SMITH AIRPORT AK US,5.0,4.261614759326292,tmy3
CORDOVA M K SMITH AIRPORT AK US,6.0,4.292132178408535,tmy3
CORDOVA M K SMITH AIRPORT AK US,7.0,5.92098063040867,tmy3
CORDOVA M K SMITH AIRPORT AK US,8.0,3.1145807317525915,tmy3
CORDOVA M K SMITH AIRPORT AK US,9.0,4.381920538854434,tmy3
CORDOVA M K SMITH AIRPORT AK US,10.0,4.009958800983125,tmy3
CORDOVA M K SMITH AIRPORT AK US,11.0,1.7025612984204732,tmy3
CORDOVA M K SMITH AIRPORT AK US,12.0,4.8163402588999595,tmy3
DUTCH HARBOR AK US,1.0,11.697341767432608,tmy3
DUTCH HARBOR AK US,2.0,10.516955486632556,tmy3
DUTCH HARBOR AK US,3.0,11.882550931517978,tmy3
DUTCH HARBOR AK US,4.0,11.835597201337205,tmy3
DUTCH HARBOR AK US,5.0,12.201555676801194,tmy3
DUTCH HARBOR AK US,6.0,11.525221519380683,tmy3
DUTCH HARBOR AK US,7.0,7.8581602476190735,tmy3
DUTCH HARBOR AK US,8.0,5.416466056812709,tmy3
DUTCH HARBOR AK US,9.0,12.783811997464818,tmy3
DUTCH HARBOR AK US,10.0,13.166086518336295,tmy3
DUTCH HARBOR AK US,11.0,11.004511166068085,tmy3
DUTCH HARBOR AK US,12.0,14.98540575840146,tmy3
EAGLE AIRPORT AK US,no_data,no_data,no_data
EIELSON FIELD AK US,1.0,5.258918001649218,tmy3
EIELSON FIELD AK US,2.0,4.110380652938451,tmy3
EIELSON FIELD AK US,3.0,5.184954601706068,tmy3
EIELSON FIELD AK US,4.0,6.496141275305406,tmy3
EIELSON FIELD AK US,5.0,6.437221108873726,tmy3
EIELSON FIELD AK US,6.0,6.043471236656016,tmy3
EIELSON FIELD AK US,7.0,4.454641193324274,tmy3
EIELSON FIELD AK US,8.0,6.1699306107051655,tmy3
EIELSON FIELD AK US,9.0,4.97688493419662,tmy3
EIELSON FIELD AK US,10.0,4.177128111423734,tmy3
EIELSON FIELD AK US,11.0,4.922825506108089,tmy3
EIELSON FIELD AK US,12.0,1.62629280606716,tmy3
FAIRBANKS INTERNATIONAL AIRPORT AK US,1.0,2.71397,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,2.0,3.28616,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,3.0,5.05087,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,4.0,5.96513,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,5.0,6.81895,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,6.0,6.27944,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,7.0,5.79650,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,8.0,5.51303,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,9.0,5.25486,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,10.0,4.46478,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,11.0,2.97083,noaa
FAIRBANKS INTERNATIONAL AIRPORT AK US,12.0,2.36290,noaa
GLEN ALPS AK US,no_data,no_data,no_data
GULKANA AIRPORT AK US,1.0,2.94331,noaa
GULKANA AIRPORT AK US,2.0,3.73020,noaa
GULKANA AIRPORT AK US,3.0,5.37362,noaa
GULKANA AIRPORT AK US,4.0,6.32194,noaa
GULKANA AIRPORT AK US,5.0,7.17083,noaa
GULKANA AIRPORT AK US,6.0,6.86916,noaa
GULKANA AIRPORT AK US,7.0,6.63373,noaa
GULKANA AIRPORT AK US,8.0,6.45201,noaa
GULKANA AIRPORT AK US,9.0,6.46676,noaa
GULKANA AIRPORT AK US,10.0,4.58817,noaa
GULKANA AIRPORT AK US,11.0,3.01723,noaa
GULKANA AIRPORT AK US,12.0,2.92121,noaa
HOMER 8 NW AK US,no_data,no_data,no_data
HOMER AIRPORT AK US,1.0,7.891,noaa
HOMER AIRPORT AK US,2.0,7.50648,noaa
HOMER AIRPORT AK US,3.0,8.21421,noaa
HOMER AIRPORT AK US,4.0,8.28911,noaa
HOMER AIRPORT AK US,5.0,8.37386,noaa
HOMER AIRPORT AK US,6.0,8.02972,noaa
HOMER AIRPORT AK US,7.0,7.49954,noaa
HOMER AIRPORT AK US,8.0,7.17811,noaa
HOMER AIRPORT AK US,9.0,7.37001,noaa
HOMER AIRPORT AK US,10.0,7.52243,noaa
HOMER AIRPORT AK US,11.0,7.77666,noaa
HOMER AIRPORT AK US,12.0,7.91965,noaa
ILIAMNA AIRPORT AK US,1.0,12.785445606433735,tmy3
ILIAMNA AIRPORT AK US,2.0,12.211971544679376,tmy3
ILIAMNA AIRPORT AK US,3.0,13.076187914340373,tmy3
ILIAMNA AIRPORT AK US,4.0,8.141846968322453,tmy3
ILIAMNA AIRPORT AK US,5.0,8.397251207367335,tmy3
ILIAMNA AIRPORT AK US,6.0,10.177153367218914,tmy3
ILIAMNA AIRPORT AK US,7.0,9.687100742961373,tmy3
ILIAMNA AIRPORT AK US,8.0,8.998278997962355,tmy3
ILIAMNA AIRPORT AK US,9.0,9.13946089701371,tmy3
ILIAMNA AIRPORT AK US,10.0,12.269505792196119,tmy3
ILIAMNA AIRPORT AK US,11.0,11.781537773248669,tmy3
ILIAMNA AIRPORT AK US,12.0,12.04881824927635,tmy3
JUNEAU INTERNATIONAL AIRPORT AK US,1.0,7.23010,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,2.0,7.30818,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,3.0,7.86689,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,4.0,7.83125,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,5.0,7.46868,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,6.0,7.04763,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,7.0,6.79368,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,8.0,6.92365,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,9.0,7.81125,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,10.0,8.53857,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,11.0,7.60361,noaa
JUNEAU INTERNATIONAL AIRPORT AK US,12.0,7.76303,noaa
KENAI MUNICIPAL AIRPORT AK US,1.0,9.42311755129435,tmy3
KENAI MUNICIPAL AIRPORT AK US,2.0,6.040408756739677,tmy3
KENAI MUNICIPAL AIRPORT AK US,3.0,10.289331190465992,tmy3
KENAI MUNICIPAL AIRPORT AK US,4.0,7.664011333838731,tmy3
KENAI MUNICIPAL AIRPORT AK US,5.0,8.812167841194773,tmy3
KENAI MUNICIPAL AIRPORT AK US,6.0,8.081884499235741,tmy3
KENAI MUNICIPAL AIRPORT AK US,7.0,8.780297433089233,tmy3
KENAI MUNICIPAL AIRPORT AK US,8.0,6.322968702457443,tmy3
KENAI MUNICIPAL AIRPORT AK US,9.0,7.48816284936684,tmy3
KENAI MUNICIPAL AIRPORT AK US,10.0,7.196398283086995,tmy3
KENAI MUNICIPAL AIRPORT AK US,11.0,6.66515465967414,tmy3
KENAI MUNICIPAL AIRPORT AK US,12.0,8.385224638270849,tmy3
KING SALMON AIRPORT AK US,1.0,10.1759,noaa
KING SALMON AIRPORT AK US,2.0,10.3224,noaa
KING SALMON AIRPORT AK US,3.0,10.8632,noaa
KING SALMON AIRPORT AK US,4.0,10.4687,noaa
KING SALMON AIRPORT AK US,5.0,10.2747,noaa
KING SALMON AIRPORT AK US,6.0,9.56583,noaa
KING SALMON AIRPORT AK US,7.0,9.16088,noaa
KING SALMON AIRPORT AK US,8.0,9.25591,noaa
KING SALMON AIRPORT AK US,9.0,9.74791,noaa
KING SALMON AIRPORT AK US,10.0,9.54005,noaa
KING SALMON AIRPORT AK US,11.0,9.70305,noaa
KING SALMON AIRPORT AK US,12.0,9.72043,noaa
KITOI BAY AK US,no_data,no_data,no_data
KODIAK AIRPORT AK US,1.0,12.5111,noaa
KODIAK AIRPORT AK US,2.0,12.2583,noaa
KODIAK AIRPORT AK US,3.0,12.8511,noaa
KODIAK AIRPORT AK US,4.0,11.965,noaa
KODIAK AIRPORT AK US,5.0,10.8090,noaa
KODIAK AIRPORT AK US,6.0,9.81777,noaa
KODIAK AIRPORT AK US,7.0,8.35873,noaa
KODIAK AIRPORT AK US,8.0,8.69435,noaa
KODIAK AIRPORT AK US,9.0,10.0404,noaa
KODIAK AIRPORT AK US,10.0,11.3712,noaa
KODIAK AIRPORT AK US,11.0,12.4562,noaa
KODIAK AIRPORT AK US,12.0,12.7998,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,1.0,12.2090,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,2.0,12.6319,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,3.0,11.0337,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,4.0,11.0102,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,5.0,10.4852,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,6.0,11.0313,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,7.0,11.6768,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,8.0,12.3634,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,9.0,12.5808,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,10.0,12.9262,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,11.0,13.5591,noaa
KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,12.0,13.0045,noaa
KUPARUK AK US,no_data,no_data,no_data
LITTLE PORT WALTER AK US,no_data,no_data,no_data
MAIN BAY AK US,no_data,no_data,no_data
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,1.0,8.875307328951159,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,2.0,8.499047524362265,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,3.0,8.47602523494905,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,4.0,6.770166652167989,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,5.0,7.979327931265786,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,6.0,8.564380429244299,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,7.0,5.397824874713195,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,8.0,5.825970734546748,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,9.0,8.150546186635522,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,10.0,5.446833143781221,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,11.0,7.103222439012289,tmy3
MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,12.0,7.516906349507313,tmy3
MCGRATH AIRPORT AK US,1.0,3.06559,noaa
MCGRATH AIRPORT AK US,2.0,3.80758,noaa
MCGRATH AIRPORT AK US,3.0,5.27900,noaa
MCGRATH AIRPORT AK US,4.0,6.01152,noaa
MCGRATH AIRPORT AK US,5.0,6.37688,noaa
MCGRATH AIRPORT AK US,6.0,5.77138,noaa
MCGRATH AIRPORT AK US,7.0,5.38561,noaa
MCGRATH AIRPORT AK US,8.0,5.19892,noaa
MCGRATH AIRPORT AK US,9.0,5.33597,noaa
MCGRATH AIRPORT AK US,10.0,4.85094,noaa
MCGRATH AIRPORT AK US,11.0,3.52666,noaa
MCGRATH AIRPORT AK US,12.0,2.56357,noaa
NABESNA AK US,no_data,no_data,no_data
NOME MUNICIPAL AIRPORT AK US,1.0,9.46962,noaa
NOME MUNICIPAL AIRPORT AK US,2.0,10.0308,noaa
NOME MUNICIPAL AIRPORT AK US,3.0,9.24925,noaa
NOME MUNICIPAL AIRPORT AK US,4.0,9.06958,noaa
NOME MUNICIPAL AIRPORT AK US,5.0,8.98776,noaa
NOME MUNICIPAL AIRPORT AK US,6.0,8.86902,noaa
NOME MUNICIPAL AIRPORT AK US,7.0,9.06962,noaa
NOME MUNICIPAL AIRPORT AK US,8.0,9.75698,noaa
NOME MUNICIPAL AIRPORT AK US,9.0,9.98777,noaa
NOME MUNICIPAL AIRPORT AK US,10.0,9.40040,noaa
NOME MUNICIPAL AIRPORT AK US,11.0,10.4079,noaa
NOME MUNICIPAL AIRPORT AK US,12.0,10.0958,noaa
NORTH POLE AK US,no_data,no_data,no_data
NORTHWAY AIRPORT AK US,1.0,3.432082155898807,tmy3
NORTHWAY AIRPORT AK US,2.0,3.4955545219069313,tmy3
NORTHWAY AIRPORT AK US,3.0,5.388203619436066,tmy3
NORTHWAY AIRPORT AK US,4.0,4.6863931798128355,tmy3
NORTHWAY AIRPORT AK US,5.0,4.929089344179129,tmy3
NORTHWAY AIRPORT AK US,6.0,5.839660979034871,tmy3
NORTHWAY AIRPORT AK US,7.0,3.4041203827495616,tmy3
NORTHWAY AIRPORT AK US,8.0,5.716228291541653,tmy3
NORTHWAY AIRPORT AK US,9.0,3.32123727739321,tmy3
NORTHWAY AIRPORT AK US,10.0,4.525597950993339,tmy3
NORTHWAY AIRPORT AK US,11.0,4.780841835783613,tmy3
NORTHWAY AIRPORT AK US,12.0,1.9122244863352118,tmy3
PORT ALSWORTH AK US,no_data,no_data,no_data
SEWARD AIRPORT AK US,1.0,7.245105887927613,tmy3
SEWARD AIRPORT AK US,2.0,10.405108394035528,tmy3
SEWARD AIRPORT AK US,3.0,10.287827869328932,tmy3
SEWARD AIRPORT AK US,4.0,10.023052928529722,tmy3
SEWARD AIRPORT AK US,5.0,9.020828815018175,tmy3
SEWARD AIRPORT AK US,6.0,10.49032522649039,tmy3
SEWARD AIRPORT AK US,7.0,8.189792890453615,tmy3
SEWARD AIRPORT AK US,8.0,8.487149811363285,tmy3
SEWARD AIRPORT AK US,9.0,8.409037245081862,tmy3
SEWARD AIRPORT AK US,10.0,11.908408055075252,tmy3
SEWARD AIRPORT AK US,11.0,11.745808840891305,tmy3
SEWARD AIRPORT AK US,12.0,9.028345420703419,tmy3
SITKA AIRPORT AK US,1.0,7.9023578890484885,tmy3
SITKA AIRPORT AK US,2.0,7.95346006970032,tmy3
SITKA AIRPORT AK US,3.0,9.435144120390794,tmy3
SITKA AIRPORT AK US,4.0,6.69560192376998,tmy3
SITKA AIRPORT AK US,5.0,6.66873256398033,tmy3
SITKA AIRPORT AK US,6.0,6.385226241813407,tmy3
SITKA AIRPORT AK US,7.0,4.960358423829909,tmy3
SITKA AIRPORT AK US,8.0,6.388513504033111,tmy3
SITKA AIRPORT AK US,9.0,7.292741123690462,tmy3
SITKA AIRPORT AK US,10.0,8.541870700752126,tmy3
SITKA AIRPORT AK US,11.0,8.875688170305855,tmy3
SITKA AIRPORT AK US,12.0,9.700931297422336,tmy3
ST PAUL ISLAND AIRPORT AK US,1.0,18.7813,noaa
ST PAUL ISLAND AIRPORT AK US,2.0,18.5840,noaa
ST PAUL ISLAND AIRPORT AK US,3.0,17.2118,noaa
ST PAUL ISLAND AIRPORT AK US,4.0,16.1897,noaa
ST PAUL ISLAND AIRPORT AK US,5.0,14.1182,noaa
ST PAUL ISLAND AIRPORT AK US,6.0,12.8131,noaa
ST PAUL ISLAND AIRPORT AK US,7.0,11.5735,noaa
ST PAUL ISLAND AIRPORT AK US,8.0,12.5,noaa
ST PAUL ISLAND AIRPORT AK US,9.0,14.7084,noaa
ST PAUL ISLAND AIRPORT AK US,10.0,16.3830,noaa
ST PAUL ISLAND AIRPORT AK US,11.0,17.7644,noaa
ST PAUL ISLAND AIRPORT AK US,12.0,17.8865,noaa
SUTTON 1 W AK US,no_data,no_data,no_data
TALKEETNA AIRPORT AK US,1.0,5.60599,noaa
TALKEETNA AIRPORT AK US,2.0,5.44565,noaa
TALKEETNA AIRPORT AK US,3.0,5.59121,noaa
TALKEETNA AIRPORT AK US,4.0,4.82820,noaa
TALKEETNA AIRPORT AK US,5.0,5.06523,noaa
TALKEETNA AIRPORT AK US,6.0,5.12909,noaa
TALKEETNA AIRPORT AK US,7.0,4.67008,noaa
TALKEETNA AIRPORT AK US,8.0,3.79510,noaa
TALKEETNA AIRPORT AK US,9.0,3.76215,noaa
TALKEETNA AIRPORT AK US,10.0,4.05190,noaa
TALKEETNA AIRPORT AK US,11.0,4.95588,noaa
TALKEETNA AIRPORT AK US,12.0,5.16253,noaa
TANANA CALHOUN MEMORIAL AIRPORT AK US,1.0,6.271254455342761,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,2.0,6.508435578737708,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,3.0,8.066520557215021,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,4.0,5.6488995488833895,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,5.0,6.042749642510242,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,6.0,6.977705146209013,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,7.0,4.945625876686755,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,8.0,6.870478260573284,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,9.0,4.665887879503385,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,10.0,3.8539140669567007,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,11.0,5.0197596530254565,tmy3
TANANA CALHOUN MEMORIAL AIRPORT AK US,12.0,4.370755873876548,tmy3
TOK AK US,no_data,no_data,no_data
UNIVERSITY EXPERIMENT STATION AK US,no_data,no_data,no_data
VALDEZ WEATHER SERVICE OFFICE AK US,1.0,7.200908246498148,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,2.0,6.521417830556953,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,3.0,5.539137061596427,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,4.0,4.353337392968523,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,5.0,5.9083527328574235,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,6.0,6.0692582052269834,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,7.0,5.742987407781242,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,8.0,4.412247537259305,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,9.0,3.78944163445883,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,10.0,5.548156988418815,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,11.0,13.702200902233242,tmy3
VALDEZ WEATHER SERVICE OFFICE AK US,12.0,5.343404649551753,tmy3
WHITES CROSSING AK US,no_data,no_data,no_data
WRANGELL AIRPORT AK US,1.0,10.915314111936127,tmy3
WRANGELL AIRPORT AK US,2.0,3.4203240370053942,tmy3
WRANGELL AIRPORT AK US,3.0,9.230091117296343,tmy3
WRANGELL AIRPORT AK US,4.0,7.1324269576348245,tmy3
WRANGELL AIRPORT AK US,5.0,6.994953250721493,tmy3
WRANGELL AIRPORT AK US,6.0,6.724806442392552,tmy3
WRANGELL AIRPORT AK US,7.0,5.071002859517227,tmy3
WRANGELL AIRPORT AK US,8.0,2.727024542619543,tmy3
WRANGELL AIRPORT AK US,9.0,3.474716343345706,tmy3
WRANGELL AIRPORT AK US,10.0,7.371384863440299,tmy3
WRANGELL AIRPORT AK US,11.0,3.9603191370375206,tmy3
WRANGELL AIRPORT AK US,12.0,4.368651224284682,tmy3
YAKUTAT AIRPORT AK US,1.0,6.04663,noaa
YAKUTAT AIRPORT AK US,2.0,5.86205,noaa
YAKUTAT AIRPORT AK US,3.0,6.30296,noaa
YAKUTAT AIRPORT AK US,4.0,5.95805,noaa
YAKUTAT AIRPORT AK US,5.0,6.01908,noaa
YAKUTAT AIRPORT AK US,6.0,5.71388,noaa
YAKUTAT AIRPORT AK US,7.0,5.31747,noaa
YAKUTAT AIRPORT AK US,8.0,5.33629,noaa
YAKUTAT AIRPORT AK US,9.0,5.85402,noaa
YAKUTAT AIRPORT AK US,10.0,6.32150,noaa
YAKUTAT AIRPORT AK US,11.0,5.88472,noaa
YAKUTAT AIRPORT AK US,12.0,6.25658,noaa
